Store_locations_ID,Text_ID,Text,aspectCategory,sentiment
28,5867,the place is quiet and beautiful its seating is nice there is no crowding it is nice for those who are studying or like quiet and the french toast with caramel is delicious and the strawberry mojito is also sweet i recommend it to you,"price, place","positive, positive"
28,5868,the place is beautiful and quiet beyond the word quiet elegant and its decoration is neat and nice i ordered a chocolate pancake with fruits and chocolate sauce it was delicious tasty and perfect their coffee has a good flavor and is,views,positive
28,5869,a nice place for those who want to work or have their meetings their coffee is good and their dessert is excellent,"dessert, place","positive, positive"
28,5870,a beautiful coffee place has a ambiance and beautiful view everything is perfect,"service, place","positive, positive"
28,5871,the place is never unexpected the coffee is very ordinary the same as barnes coffee the place is not organized the service is very slow i ordered french toast and it was less than normal it came after half an hour,place,positive
28,5873,i loved it and it has a view inside the hotel that one can take pictures of it is very wonderful,"place, staff","positive, positive"
28,5874,a very elegant quiet and relaxing place their sessions are varied and there is an additional upper section and outdoor sessions and treat them with everything professionalism with customers their coffee and sweets are very special pistachio cake tart dessert and snickers cake the cappuccino coffee is very excellent,"price, place","positive, positive"
28,5875,the place is beautiful and elegant combines city and tranquility the drinks are delicious and sweets are more delicious and the service is excellent i recommend visiting it,place,positive
28,5876,the caf is very quiet and elegant a suitable place for writing and quiet the lights are very dim and comfortable the bakery options are varied and great but the coffee is not that great not suitable for specialty coffee lovers,"service, place, food","positive, positive, positive"
28,5877,the place is beautiful and its outdoor seating is nice but the drawback is that mosquitoes and flies infest it we went to them for breakfast we ordered delicious labneh manakish with thyme the mediterranean breakfast omelet was very delicious french toast is less than normal their coffee is sweet,"staff, location","positive, positive"
28,5878,the place is amazing and elegant and it is one of the most luxurious cafes in the area their food is very delicious i recommend it to you the staff are wonderful,place,positive
28,5879,the place is beautiful but there is no lighting it is small and the quality of the sweets and coffee is poor compared to the price you pay there,drinks,positive
28,5880,mixed feeling the place is nice and quite good to have friendly meeting or business lack of electric socket only specific tables has a place to plugin your charger,staff,positive
28,5881,the place is nice and quiet but the food is not honestly i will come back again because of the great service,price,positive
28,5882,a unique experience with gocha the store has an easy location and has parking in the same complex the decor is simple and tidy the behavior of the staff is very nice the request does not take a long time our orders were milk teas with boba excellent taste and sugar are good the price is good compared to the size,drinks,positive
28,5883,it is delicious frankly i recommend it to you with matcha with boba and brown sugar with boba i also did not try anything else except those two and i liked them i expect the rest is also delicious the place although small is elegant and nice even the staff are nice and helpful an enjoyable experience,"place, staff","positive, positive"
28,5884,i recently visited gotcha bubble tea and i have to say that the drinks are absolutely amazing every drink that ive tried has been delicious and full of flavor with the perfect amount of sweetness the black sugar milk tea is also the best that ive had with a great chewy texture that complements the drinks perfectly,drinks,positive
28,5885,i went for the first time today many of my friends recommended it and it looked delicious so i decided to give it a try at first look the place looked amazing there was music there were decorations there were lights and it was overall a beautiful experience the bubble tea tasted amazing there were plenty of options there was a sugar level how much sugar you want and an ice level how much ice you want the straws were made of paper which is environmentally friendly i really recommend visiting here and trying the popping bobas which pop in your mouth the staff were nice and friendly to customers really recommend visiting,"drinks, place","positive, positive"
28,5886,the place is crazy and its not a mistake its cute and the boba is crazy and soft at times the best drink they have is fresh milk its dangerous in a way and the price is reasonable sometimes it has become my best place,price,positive
28,5887,i love boba drinks and it taste just like the ones i buy from my country,staff,positive
28,5888,first experience of this wonderful place the employees are respectful especially the cashier during the day who helped me with choices and taught me about all types but unfortunately many types of popping boba were loyal,drinks,positive
28,5889,one of the best boba places in jeddah no cap especially the boba pearls it self cooked soo perfectly everything i have tried till now was good my favorite drink is the black sugar milk caramel boba if you want to try something fruity i recommend the passion fruit sunset if you like sour drinks try the kumquat macchiato soo refreshing,"drinks, food","positive, positive"
28,5890,goocha love love and addiction i tried most places for bubble tea but there is no oil therapy,"drinks, place, food","positive, positive, positive"
28,5891,a unique shop that serves boba honestly the best boba drink i have tried in jeddah so far delicious and well priced its outdoor seating is beautiful and its decor is nice i recommend it to anyone who loves boba it is difficult to find parking in the evening of course i will repeat the experience and wish them more success the shop is located in jeddah close to king faisal specialist hospital,"place, staff","positive, positive"
28,5892,i was pleased with my visit to gotcha bubble tea a tidy and upscale store with friendly staff i ordered black sugar bubba tea it was delicious and mildly sweet and the bubba was refreshing and chewy,"drinks, place, staff","positive, positive, positive"
28,5893,bubble tea its one of the best drink ever its unhealthy but its fantastic the popping pearls are generally too sweet and also taste a bit artificial but the pearls with black sugar flavor is a top favorite,"dessert, place","positive, positive"
28,5894,if you really tired of having fresh juices teayou must try bubble tea especially black sugar tea boba in gotcha definitely im damn sure that you will get addicted to this,price,positive
28,5895,good spot of place the milk tea was ordered really good thank you gotcha my taste,ambience,positive
28,5896,once upon a time the place is beautiful the colors are cute the seating is cute and the staff are very polite and kind i ordered the brown sugar milk tea which is awesome,staff,positive
28,5897,the place is so beautiful i love the beautiful pink design and the flowers the staff are really nice and explained the different drinks and the outdoor seating is good when the weather is cold they have a wide variety of drinks and their brown sugar boba tea is tea is really good,"drinks, place","positive, positive"
28,5898,finally bubble tea place in jeddah thats almost like the taiwanese bbt its a fairly new place with franchise from australia tapioca size is small and too sweet but acceptable as u can adjust the sugar levels in your drink i got the original and chocolate dont get the chocolate and stick to original,staff,positive
28,5899,the place is nice and the taste of boba is sweet not harsh on the contrary it is small and sweet in taste unfortunately the ice has melted and its taste has become light but also it still tastes sweet it is a small shop and it has sweet and sour details i highly recommend it the prices are good and the same as chat time,"drinks, food","positive, positive"
28,5900,the experience was amazing the boba and milk tea was soo flavorful and good and the atmosphere was so aesthetic,drinks,positive
28,5901,we went here on thursday and there were only a few people compared on fridays the staff are kind enough to explain the options and the drinks you order the pink drink is strawberry yogurt and i like it there is a balance of sweetness and fruits thank you,"drinks, place","positive, positive"
28,5902,small cozy place drinks were fine but too sweet and no low sugar options,"drinks, place","positive, positive"
28,5904,i swear the first time i took it i was surprised by the taste then i started to find it magical and not natural the important thing is that it is delicious i ordered sugar boba with milk because it contains shahi and i did not like the delicious milk,drinks,positive
28,5905,they have both kind of boba the regular black chewy one and the popping boba which is my favorite drinks are nice but they need to add milk alternative,"drinks, place","positive, positive"
28,5906,the best place that knows how to prepare boba tea to be honest i enjoyed the drink and the outdoor seating beast place to prepare boba tea i really enjoyed my drink the outdoors seating,location,positive
28,5907,nice place we ordered popular bubble tea according to the recommendation it was yummy no extra sweetener its just perfect highly recommend,place,positive
28,5908,the most delicious shop that sells boba vicki jeddah maybe this is my tenth visit to them its really delicious and whats nice about them is that they dont skimp on boba i tried theirs black sugar fresh milk black sugar milk tea it was a little hot it wanted ice but it was an artist,"service, drinks","positive, positive"
28,5909,good health lord always enlighten us as for the drink it is hot because it is freshly cooked boba it just needs to be stirred a little with ice and you can ask for extra ice,"dessert, place","negative, negative"
28,5910,i went to it because of its appearance and its taste became better and better everything has a different flavor and is very delicious i took the opinion of the person in the store and he advised me on drinks and they were amazing the men are very warm and classy god willing god bless you a place that is always worth going to,location,positive
28,5911,the location and decor are distinctive and comfortable it lacks sufficient parking the treatment is acceptable and the drinks are very good,food,negative
28,5912,i loved the place so much that i wished i had a father with me and i have a lot of work piled up on my head i am sure i will accomplish and finish it to the fullest,place,positive
28,5913,their coffee is delicious but i ordered it very hot and it came to me less than warm and the cup was incomplete this is the first time i see someone serving coffee like this a little incomplete and a quarter of the cup is empty even,staff,positive
28,5914,they didnt have any coffee at the time when i left except for a small drop on the basis of a honey cake which i didnt like but the place is very nice and its nice to decorate,"price, place","positive, positive"
28,5915,thank you sean excellent reception the place is nice in the morning and afternoon giving you a calm atmosphere excellent for simple meetings and quietly modifying the mode the prices are excellent for the quality of the place and the product stars rating for my humble experience,"ambience, place","positive, positive"
28,5916,i only ordered a cortado and it was good not bad,place,positive
28,5917,i expect the place holds periodic meetings with groups the place was so crowded with people god willing that you could talk and not hear yourself the sessions are nice but the tables require maintenance they shake and are not stable they dont have any special coffee or signature we ordered a cold white mocha latte and a very regular lavender coffee we ordered a chocolate cake it was very dry the service is fast the bathrooms were clean despite the crowding that day its hard to find parking i can visit again in the morning only,"price, place","negative, negative"
28,5918,what do i leave and what do i say from the day you walk in and say peace be upon you from a smile from comfort from positive energy from the spirit of the staff from the design of the store from fruitful activities from the taste of hibiscus with sugar cane and from everything god willing there is no power except in god may god open to you the conquests of the knowers,place,positive
28,5919,i applaud you for your taste in everything even in choosing the baristas the nice and polite girls everything is excellent the coffee is great the place the prices it is worth trying and repeating the visit good luck,place,positive
28,5920,the place is nice and elegant the coffee is okay,place,positive
28,5921,the place is small and crowded with random tables and chairs the types of sweets are very limited the second floor sessions are muted the last reason that keeps me from returning to them are the employees barista and cashier moral decadence in every sense of the word i am sitting on the second floor and the sound of the degenerate ladys laughter reaches me even with the sound of the songs she sits on the table and hits the coffee machine and the sight is very disgusting and we do not forget to criticize the men who were aware of the situation and did not care about the home or the future,place,positive
28,5922,honestly the only star is for the cleanliness of the place prices for quality and taste are a huge injustice i ordered ice chocolate which was worth an extremely bad chocolate cake for riyals i couldnt eat it it was so bad and had a strange taste mojito is ice in the service i have to go down and pick up the order myself and there is a girl who went to bring the order to her family and the poor woman fell down the stairs and they did not compensate her even though it was their fault the order is supposed to be delivered to the customer first and last visit that will not be repeated,service,negative
28,5923,yesterday friday i went to their place and before i left i was walking during working hours and i arrived at approximately in the afternoon meaning it was supposed to be open according to the website but i found the door locked the working hours need to be updated so i cant go out for a ride in the middle of the afternoon and find the place closed,food,positive
28,5924,the place in general is wonderful and nice i ordered a fried curtado may god give them wellbeing and i hope they spread,"drinks, place","positive, positive"
28,5925,a beautiful and elegant place they have very special matcha and all kinds of coffee are excellent the atmosphere of the place in general is very comfortable and the staff are very polite,place,positive
28,5926,the place is beautiful and the staff are friendly very clean and tidy i had a comment and they took it into consideration thank you,place,positive
28,5927,unfortunately they have a problem with providing pistachio sauce you go early you go late it doesnt matter,"drinks, place","positive, positive"
28,5928,peace be upon you unfortunately the sauce was sold out of the market and is now available honor us at any time,price,positive
28,5929,the idea of the place is beautiful and different i loved the khamisiya_seen session with mr turki i would like to thank ms saraa for her kind treatment i got cold coffee from them which was nice the hot coffee was a gift from my teacher siraa so i could try it since i dont like black coffee nice move from her god willing the visit will be repeated,place,positive
28,5930,it is a nice and nice place and it has an idea but unfortunately i came to order and everyone was busy so i sat waiting and did not find anyone coming i wanted to try it but unfortunately i left because there was no room for the,place,positive
28,5931,a beautiful and quiet place i liked the coffee and the barista i recommend the place,"ambience, food","positive, positive"
28,5933,the seating and decorations are amazing coffee americano prices americano are much higher than the market price,place,positive
28,5934,the place is worth a visit beautiful and tidy the coffee is delicious suitable for reading playing and working not annoying,"service, price, place","positive, positive, positive"
28,5935,it is one of the best places i personally go there on sundays and thursdays where open dialogues questions and discussions are held it contains breadth light joy enjoyment and stability may god continue to love you sin,clean,positive
28,5936,i loved the place the music was quiet and their mojitos are delicious,service,positive
29,5937,i ordered the flat white and strawberry cheesecake the coffee god willing may god bless the most merciful is sweet and balanced and the cheesecake is very delicious may god grant them success and bless them o lord,food,positive
29,5938,i really dont know how to describe this place staff are amazing and friendly especially noura usually she make my coffee once you enter the place you will feel the good vibes tried ethiopian v tried iced karkadee the most great thing is the weekly sessions with the life coaches one visit and you will be addicted to them thank you for this amazing place,"price, dessert","positive, positive"
29,5939,the place is wonderful the decorations are beautiful we ordered a cortado without acidity which is bitter but unfortunately the order arrived with acidity the service is very very slow it takes minutes to prepare the order the reason is only one barista the price is riyals for a cortado,place,positive
29,5940,it was something special clean and tasteful,place,positive
29,5941,worth a try distinguished in dealing manners and appearance,price,positive
29,5942,the best tea in your history jeddah it reminds me of the tea of the south its delicious its delicious its very delicious,"place, staff","positive, positive"
29,5943,overall this is a great place to study or work the coffee is good the service is friendly and the atmosphere is quiet and conducive to productivity however the matcha is overpriced and there could be more healthy dessert options specific suggestions lower the price of the match to make it more competitive offer a wider variety of healthy dessert options such as fruit or yogurt parfaits the place is nice quiet and excellent for studying and working excellent coffee options and their behavior is nice my comment on matcha frankly needs to be adjusted in terms of the proportion of milk to matcha and i hope they review its price riyals is a bit high for its price i hope they add options for healthy desserts and alternatives to sugar,"price, place","positive, positive"
29,5944,more than my craftsmanship the place is nice for work quiet tidy and elegant i was attracted to the fact that there are games available for groups and there are also books for those who want to read i will try it next time,place,positive
29,5945,the place is beautiful with its staff and nice details it is true that the space is small but it is not in the place with the feeling that makes you return to the place more than once pictures of the upstairs downstairs there were customers made with love is exactly what i heard from them thank you to everyone who contributed to our presence grateful to them all may god grant them success and bless them,decor,positive
29,5946,the elegance and calm of the caf wins very elegant i loved everything their decor and their coffee the caf has two floors and it has books for reading and a corner for several areas you pull out any card and read the phrase regarding the machine they have la marazucco and costa rican colombian nicaraguan coffee we ordered two balanced flat whites the taste two excellent ethiopian ice vs banana cake and chocolate dessert the prices are reasonable and they deserve a repeat visit,place,negative
29,5947,the coffee is excellent milk alternatives are available a very comfortable place for work workshops or even remote work the employees are very professional and helpful,"price, place","positive, positive"
29,5948,the place and decor are nice but there is a little problem when we entered no one greeted us unfortunately we ordered matcha ice and it was very good and i couldnt finish the regular crunchy cake the prices for the v are acceptable but i noticed that they are a little high the order was frankly late and there was no service at the tables you order and take the order yourself there was only one barista i found a parking spot in front of the caf all the time but the parking is also considered bad children are allowed and the songs are nice,place,positive
29,5949,the place is very nice and good for work i expect it will become my secret place because their sessions are comfortable and their coffee is delicious but they dont have many sweets,"drinks, place","positive, positive"
29,5950,the caf is made up of two floors and the decor is nice and tidy we sat on the second floor but the lighting there needs to be adjusted like the ground floor it has beautiful lighting for photography it has a variety of games to spend time with if you are a group and there are books i honestly loved this thing we ordered a flat white and a chocolate drink delicious coffee and medium prices,place,positive
29,5951,my favorite place in jed the place where i feel psychologically and mentally comfortable with everything every day develops you so that you find yourself more except that the atmosphere of the place makes you feel among your family you will never feel alienated from the first minute also i am sure you will make a mistake in the drinks and food the quality is really terrible and it is not its a mistake everything is tastier than the other without any exaggeration i love them all so i dont want to reply so thank you to everyone for this great place,place,positive
29,5952,the coffee shop is made up of two floors and is considered small but not narrow the lighting is excellent and the seating is comfortable the service is excellent and they are very nice the place is quiet suitable for studying or doing work the coffee is good and the size is large but the price is a little high i tried a delicious hot mocha and the v is very good,dessert,positive
29,5953,a beautiful place inspired by the calm colors of nature his coffee is excellent and he has several types of milk the service is excellent and the manager is very friendly the music is calm and there are two floors limited food sandwiches they have a beautiful idea which is why the store is called sin it is to ask yourself several written questions and you can choose according to the classification and think about the answer thank you for your innovation,dessert,positive
29,5954,nice sessions the place is quiet latte lovers order flat whites because the paper and ceramic cups are large and there will be a lot of milk the taste of the coffee is okay and if they change to other types of coffee with less bitterness it will be better,place,positive
29,5955,an elegant place their coffee is arranged and the reception of the barista girl is nice i was attending a meeting with a group called qimah mohtaramat the caf was the,"price, place","positive, positive"
29,5956,the place is very nice two floors but small and familiar very nice people the treatment is terrible they open the soul in the morning the coffee is excellent i ordered a flat white for riyals,location,positive
29,5957,caf marra has wonderful decor furniture and atmosphere serves specialty coffee drinks the menu includes cold and hot drinks beautiful assortment of sweets it tastes great our requests were hot drinks salted carmel flywhite and sans sebastian and cookies strawberry cake the location is great on prince sultan street,place,positive
29,5958,may the peace blessings and mercy of god be upon you sin coffee serves specialty coffee a few types of refined desserts are available in most cafes the caf has comfortable seating and the colors inside are proportional requests two flat white coffees balanced and fine lotus dessert to be honest i didnt like it prices are average the staff is nice,"service, drinks","positive, positive"
29,5959,the coffee is beautiful and tidy the service is fast there are floor and upper seatings the coffee and treatment are excellent the place is clean there are bathrooms in the upper floor the coffee is good the jewelry is excellent and the coffee in general in all respects is good i recommend visiting and enjoying the wonderful atmosphere,"dessert, place","negative, negative"
29,5960,the v cup was very excellent and balanced and the place was elegant and quiet the prices in my opinion are very high for a v cup at riyals it is worth a visit,location,positive
29,5961,the location and decor are distinctive and comfortable it lacks sufficient parking the treatment is acceptable and the drinks are very good,food,negative
29,5962,i loved the place so much that i wished i had a father with me and i have a lot of work piled up on my head i am sure i will accomplish and finish it to the fullest,place,positive
29,5963,their coffee is delicious but i ordered it very hot and it came to me less than warm and the cup was incomplete this is the first time i see someone serving coffee like this a little incomplete and a quarter of the cup is empty even,staff,positive
29,5964,they didnt have any coffee at the time when i left except for a small drop on the basis of a honey cake which i didnt like but the place is very nice and its nice to decorate,"price, place","positive, positive"
29,5965,thank you sean excellent reception the place is nice in the morning and afternoon giving you a calm atmosphere excellent for simple meetings and quietly modifying the mode the prices are excellent for the quality of the place and the product stars rating for my humble experience,"ambience, place","positive, positive"
29,5966,i only ordered a cortado and it was good not bad,place,positive
29,5967,i expect the place holds periodic meetings with groups the place was so crowded with people god willing that you could talk and not hear yourself the sessions are nice but the tables require maintenance they shake and are not stable they dont have any special coffee or signature we ordered a cold white mocha latte and a very regular lavender coffee we ordered a chocolate cake it was very dry the service is fast the bathrooms were clean despite the crowding that day its hard to find parking i can visit again in the morning only,"price, place","negative, negative"
29,5968,what do i leave and what do i say from the day you walk in and say peace be upon you from a smile from comfort from positive energy from the spirit of the staff from the design of the store from fruitful activities from the taste of hibiscus with sugar cane and from everything god willing there is no power except in god may god open to you the conquests of the knowers,place,positive
29,5969,i applaud you for your taste in everything even in choosing the baristas the nice and polite girls everything is excellent the coffee is great the place the prices it is worth trying and repeating the visit good luck,place,positive
29,5970,the place is nice and elegant the coffee is okay,place,positive
29,5971,the place is small and crowded with random tables and chairs the types of sweets are very limited the second floor sessions are muted the last reason that keeps me from returning to them are the employees barista and cashier moral decadence in every sense of the word i am sitting on the second floor and the sound of the degenerate ladys laughter reaches me even with the sound of the songs she sits on the table and hits the coffee machine and the sight is very disgusting and we do not forget to criticize the men who were aware of the situation and did not care about the home or the future,place,positive
29,5972,honestly the only star is for the cleanliness of the place prices for quality and taste are a huge injustice i ordered ice chocolate which was worth an extremely bad chocolate cake for riyals i couldnt eat it it was so bad and had a strange taste mojito is ice in the service i have to go down and pick up the order myself and there is a girl who went to bring the order to her family and the poor woman fell down the stairs and they did not compensate her even though it was their fault the order is supposed to be delivered to the customer first and last visit that will not be repeated,service,negative
29,5973,yesterday friday i went to their place and before i left i was walking during working hours and i arrived at approximately in the afternoon meaning it was supposed to be open according to the website but i found the door locked the working hours need to be updated so i cant go out for a ride in the middle of the afternoon and find the place closed,food,positive
29,5974,the place in general is wonderful and nice i ordered a fried curtado may god give them wellbeing and i hope they spread,"drinks, place","positive, positive"
29,5975,a beautiful and elegant place they have very special matcha and all kinds of coffee are excellent the atmosphere of the place in general is very comfortable and the staff are very polite,place,positive
29,5976,the place is beautiful and the staff are friendly very clean and tidy i had a comment and they took it into consideration thank you,place,positive
29,5977,unfortunately they have a problem with providing pistachio sauce you go early you go late it doesnt matter,"drinks, place","positive, positive"
29,5978,peace be upon you unfortunately the sauce was sold out of the market and is now available honor us at any time,price,positive
29,5979,the idea of the place is beautiful and different i loved the khamisiya_seen session with mr turki i would like to thank ms saraa for her kind treatment i got cold coffee from them which was nice the hot coffee was a gift from my teacher siraa so i could try it since i dont like black coffee nice move from her god willing the visit will be repeated,place,positive
29,5980,it is a nice and nice place and it has an idea but unfortunately i came to order and everyone was busy so i sat waiting and did not find anyone coming i wanted to try it but unfortunately i left because there was no room for the,place,positive
29,5981,a beautiful and quiet place i liked the coffee and the barista i recommend the place,"ambience, food","positive, positive"
29,5983,the seating and decorations are amazing coffee americano prices americano are much higher than the market price,place,positive
29,5984,the place is worth a visit beautiful and tidy the coffee is delicious suitable for reading playing and working not annoying,"service, price, place","positive, positive, positive"
29,5985,it is one of the best places i personally go there on sundays and thursdays where open dialogues questions and discussions are held it contains breadth light joy enjoyment and stability may god continue to love you sin,service,positive
29,5986,i loved the place the music was quiet and their mojitos are delicious,"dessert, drinks","positive, positive"
29,5987,i ordered the flat white and strawberry cheesecake the coffee god willing may god bless the most merciful is sweet and balanced and the cheesecake is very delicious may god grant them success and bless them o lord,"drinks, place","positive, positive"
29,5988,i really dont know how to describe this place staff are amazing and friendly especially noura usually she make my coffee once you enter the place you will feel the good vibes tried ethiopian v tried iced karkadee the most great thing is the weekly sessions with the life coaches one visit and you will be addicted to them thank you for this amazing place,drinks,positive
29,5989,the place is wonderful the decorations are beautiful we ordered a cortado without acidity which is bitter but unfortunately the order arrived with acidity the service is very very slow it takes minutes to prepare the order the reason is only one barista the price is riyals for a cortado,location,positive
29,5990,i loved the caf and its quiet and family sessions we ordered cortado and lotus cheese we liked the taste and the service was good,drinks,positive
29,5991,kaffa roaster needs no introduction i visited them in medina and now their new branch is in jeddah ethiopian espresso drink ethiopian rarrow crop honey and colombian espresso coca all beautiful the distillery has a v costa rican west valley crop fruity and citrusy mandarin is enjoyable in the cup,drinks,positive
29,5992,the most beautiful place we have ever opened for coffee and sweets i came to them on opening day and had perfect handling and speed dont miss the different types of espresso coffee try el salvadro we tried them flat white cortado ace v todays coffee is cold lemon cheesecake brownies wow beyond imagination,drinks,positive
29,5993,a wonderful cafe for coffee and a variety of sweets it comes from medina in short it is awesome i recommend visiting it,"service, staff","positive, positive"
29,5994,cuff excellent location sessions that if the ground distracts us they remove us with their eyes the place brings wellness the service is nothing but the best the employees are honey and professor faisal we saw him and greeted him and he welcomed us as usual may god bless him and his generosity and morals congratulations on the opening and wish you a million branches,"dessert, place","positive, positive"
29,5995,from the city to jeddah and finally the best roaster and cafe in the city without dispute every visit to the city we must drink their coffee and take from their products the types of coffee and granola and something else god willing you have enlightened jeddah i swear to god and i hope there are branches in all cities of the kingdom,price,positive
29,5996,today is the opening day i took a long journey from the south to the north because even though i had been there before the opening and had come twice to see fatah i was excited about it today i was shocked by the coffee as if i was drinking water of course its type is the palm of el salvador as for the sweetness it is not bitter and wow it is very very normal the last visit i was shocked to be honest i dont know if it was because it was the opening day and people were crowded so the coffee was watery or what exactly the important thing is the last visit i wont repeat it although i order coffee from your site and brew it at home no matter how much i turn and turn like a coffee shop i wont find their coffee in my head,ambience,positive
29,5997,a wellknown cafe well known in medina i hope that several other branches will be opened in jeddah because we are in need of cafes and roasters with this quality and professionalism in providing coffee and specialty coffee my rating is that it is above the rating of the cortado and the v in addition to their special coffee which is second to none it is worth trying and repeating,ambience,positive
29,5998,kaffa is a distinguished saudi brand coming from medina it offers the finest types of crops their coffee of all kinds is excellent and the sweets and baked goods are very distinctive and i advise you to try it the service is great quick to respond to requests and the staff are all helpful and cheerful i hope to continue at this level always,"service, place","positive, positive"
29,5999,the place is nice but i didnt feel it was suitable for sitting for a long time todays coffee was delicious to be honest but i didnt like the marahif dessert and it was a little oily may the entire crew be well and from success to success lord,place,positive
29,6000,roastery and specialty coffee everything is great from the coffee to the beautiful branch indoor and outdoor sessions drive through and the most beautiful price,"service, place","positive, positive"
29,6001,the opening was on march and my visit to it the next day was as long as i had heard a lot about it and it was really up to the word about the coffee the sweets the atmosphere and the place,clean,positive
29,6002,finally jeddah branch a beautiful atmosphere good coffee and the young people who work are nice even though it is crowded,"place, staff","positive, positive"
29,6003,the place is beautiful the explanation and the coffee are excellent their service is very fast we wish them success,location,positive
29,6004,a special and quiet place the service is excellent the staff are cheerful the advantage is that it is high and overlooks a lively street prince sultan a cold hibiscus drink is served as hospitality i tried excellent turkish coffee served with a piece of chocolate and a bottle of water this is the right thing to do the only thing wrong with the place is the difficulty of finding parking i waited for a long time and did not find a parking space so i had to park a little far away i believe that the solution is simple which is to allow the buildings parking lots to be used by the venues customers this process can be controlled by presenting the invoice upon leaving the place to the parking employee,place,positive
29,6005,thank you very much for the beautiful service the beautiful staff and the food could not have been better god willing the place is of course elegant and the prices are good for the place,"service, staff","positive, positive"
29,6006,we came to the open buffet frankly the food is delicious and reminds us of what we eat in the levant from grills mansaf fried kibbeh tabbouleh and and and cleanliness uniformity and very very good treatment the first restaurant that serves the levantine and lebanese flavor in an accurate manner the restaurant is literally a hero hero hero and very very artistic very but there is a small problem the air conditioning is a little strong and the food gets cold on the table,"ambience, place","positive, positive"
29,6008,beautiful experience location prince sultan street we ordered caf sweets and molasses the price is possible riyals the place is a hero,service,positive
29,6009,mashallah a wonderful place in everything food cleanliness and service a varied lunch buffet of high quality and delicious taste everything was excellent thank you for your good reception,place,positive
29,6010,if the service is more than five stars it deserves it the taste and kindness of the employees is amazing god bless them we went to the buffet on friday and he was satisfied with his time and did not agree to go and put the buffet on our table mr luqman was reassured that if we were missing something he would specifically mention it but the employees in general were of the utmost taste the food was worth it and was delicious i felt that if the tables were arranged more it would have been a better restaurant that combined everything good,staff,negative
29,6011,need a good decoration place is located in a good spot in jeddah what really catches me the waiters is waring a sport hat,"price, place, food","positive, positive, positive"
29,6012,to begin with the website and name of alkufi are unknown and not visible to customers from abroad he was identified by chance but it was of course our good fortune frankly it deserves praise in terms of the honeycombs and their quality friendly treatment service prices and promotional offers and the unique view the atmosphere is suitable for residence unfortunately we did not try eating inside the place their hospitality is truly unique offering hibiscusiced jujube before ordering and when you sit down there is a simple note one of the tv screens is broken and needs repair the rest are literally thankful for it,service,positive
29,6013,i contact them on whatsapp and no one answers i call the cell phone is busy it doesnt seem to be on and i get a reply on instagram before breakfast telling me to contact them on whatsapp simply put it says book today note that it is clear in the comments that it is without reservation bad behavior honestly unfortunately i was planning people and everything was ruined due to bad communication,price,positive
29,6014,the place is very beautiful it deserves a rating firstly the offer was excellent shisha a main dish a drink a salad and a dessert you cant choose salads and desserts from the menu they have a specific type woe to you your drink is bitter and tastes amazing the place is beautiful everyone is nice and their service is excellent,service,negative
29,6015,one of the worst restaurants i have ever been to in my life today i made a reservation for breakfast i was surprised upon arrival at full restaurant the restaurant manager was reviewed and the response was done in an unprofessional,"price, place, food","positive, positive, positive"
29,6016,the place is beautiful and quiet and worth a visit they have popular games like domino uno etc i tried their juices they are very good and the food is okay their problem is with calculating the tax i hope they return their invoices,"price, place","positive, positive"
29,6017,in all honesty the restaurant deserves a regular visit the food is delicious the service is and the employees are all god willing cheerful tasteful and kind the food is generous and filling may god grant them success,"place, staff","positive, positive"
29,6018,entry to the restaurant is from the same building entrance the restaurant is all glass unfortunately there is no outdoor seating we tried the fettuccine with chicken and french fries the prices are average and good the store offers games such as chess uno sequences saudi deal and other games,service,positive
29,6019,they are losers and they have no organization you book with them from the night to the buffet and you arrive and they tell you that there is no reservation there is no respect for the customers who are supposed to be in ramadan the least they manage is a table and they do not leave the fasting person as if it is shunning them and the problem is theirs even though i showed them the reservation,location,positive
29,6020,the place is beautiful and elegant but the prices felt a little higher we ordered coffee and the one with me ordered honey and so on we honestly did not try the food,service,positive
29,6021,a very elegant and quiet place it is located in aljawhara building the sixth floor the receptionist bashayer is mindblowing with taste and kindness the prices are good the quantity of food is large and the food is delicious the waiters are helpful and fast and they are all very kind and helpful this is the first time i come to the place and it will not be the last i loved it most of all dealing and their interest in applying precautions regarding table spacing the place is worth a visit and good luck to them,place,positive
29,6022,a very beautiful place and the staff are pleasant thank you for the kindness and beautiful hospitality you provided in appreciation of an unaccounted and unintended situation your apology is accepted the kindest staff,place,positive
29,6023,an elegant luxurious and beautiful cafe the varieties are varied and excellent thank you for the fine service the food sweets honey and juice were all excellent,"service, food","positive, positive"
29,6024,the food is very wonderful and the service is wonderful i recommend it but the simple thing is that the restaurant has to concentrate to get the location right because it is high on the sixth floor and the sign above is for anyone who goes and concentrates but everything in the restaurant is very good and upscale,place,positive
29,6025,a unique experience with the lunch offer on friday the service is excellent the taste is wonderful and the treatment is very elegantit will be repeated again and again,ambience,positive
29,6026,the seating is comfortable nice place we ordered four dinner dishes desserts red bull mojitos and hookahs the price was fortunately for us khawi otaibi the mojito was awesome dinner they want their hookah to be better but the molasses is awesome the service is nice the place is clean thanks to the chef the mustache and the girl their treatment was nice and awesome for the better god willing,"service, place","positive, positive"
